"sample_id","sample_path","value_type_primary","ladder_level","grade","frame116_count","duration_min","seed_touch_present","ramp_present","phase_plateau_present","phase_exit_present","joined_lifecycle_strength","family_131_primary_zone","family_260_primary_zone","family_131_260_aligned","family_fff4_presence","corridor_match_strength","id_2e4_activity_level","id_d8_structural_reference_strength","companion_primary_mode","companion_b45_abs_corr","companion_b67_abs_corr","disengage_suspect_present","lane_change_transition_present","active_core_present","late_stop_present","bridge_candidate","top_tier_peak_count","parse_errors","notes"
"toyota_all_20260426_052038_012","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_all_20260426_052038_012.ndjson","entry_side","1","B","4728","2.57","1","0","0","0","0","ffd9","ffd9","3","1","1","1","1","dual","0.41","0.41","","","","","no","0","0",""
"toyota_all_20260426_053902_000","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_all_20260426_053902_000.ndjson","entry_side","1","B","10568","5.01","1","0","0","0","0","ffd4","ffd4","3","1","1","1","1","b4-b5","0.221","0.008","","","","","no","0","0",""
"toyota_all_20260426_054402_001","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_all_20260426_054402_001.ndjson","entry_side","3","B","10317","4.9","1","1","0","0","1","ffbc","ffbc","3","1","1","1","1","b4-b5","0.432","0.177","","","","","no","0","0",""
"toyota_all_20260426_054856_002","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_all_20260426_054856_002.ndjson","entry_side","","C","10347","4.98","0","1","0","0","0","000f","0004","3","1","1","1","1","dual","0.034","0.076","","","","","no","0","0",""
"toyota_all_20260426_055355_003","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_all_20260426_055355_003.ndjson","companion_control","","C","6587","4.5","0","0","0","0","0","f986","ffb1","3","0","1","1","1","b6-b7","0.508","0.563","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_015303_000","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_015303_000.ndjson","companion_control","","C","5275","2.54","0","0","0","0","0","0019","0019","3","0","1","1","1","dual","0.078","0.108","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_015536_001","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_015536_001.ndjson","entry_side","3","B","5249","2.46","1","1","0","0","1","fff1","fff9","3","1","1","1","1","b4-b5","0.355","0.222","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_015803_002","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_015803_002.ndjson","entry_side","","C","5248","2.45","0","1","0","0","0","ff4b","0014","1","1","1","1","1","dual","0.189","0.207","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_020031_003","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_020031_003.ndjson","entry_side","4.5_candidate","B","5332","2.52","1","1","1","0","2","ffe2","ffe7","2","1","1","1","1","dual","0.167","0.153","","","","","yes","6","0",""
"toyota_seg_IGN_ON_20260426_020302_004","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_020302_004.ndjson","entry_side","","C","5316","2.55","0","1","0","0","0","fff0","fff1","2","1","1","1","1","b6-b7","0.041","0.31","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_020535_005","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_020535_005.ndjson","entry_side","","C","5350","2.56","0","1","0","0","0","fff5","fff3","2","1","1","1","1","dual","0.02","0.022","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_020809_006","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_020809_006.ndjson","entry_side","","C","5202","2.46","0","1","0","0","0","fff7","fff6","1","1","1","1","1","b6-b7","0.036","0.185","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_021036_007","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_021036_007.ndjson","entry_side","","C","5217","2.46","0","1","0","0","0","ffff","fffe","2","1","1","1","1","b6-b7","0.224","0.492","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_021304_008","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_021304_008.ndjson","entry_side","","C","5344","2.57","0","1","0","0","0","ffe8","ffe7","2","1","1","1","1","b6-b7","0.068","0.327","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_021538_009","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_021538_009.ndjson","entry_side","","C","5354","2.57","0","1","0","0","0","067a","0097","2","1","1","1","1","dual","0.327","0.345","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_021812_010","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_021812_010.ndjson","entry_side","1","B","5331","2.6","1","0","0","0","0","ffb7","ffb7","3","1","1","1","1","b6-b7","0.591","0.796","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_022323_012","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_022323_012.ndjson","entry_side","3","B","5234","2.48","1","1","0","0","1","ffb6","ffb6","3","1","1","1","1","b4-b5","0.307","0.038","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_022552_013","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_022552_013.ndjson","entry_side","3","B","5204","2.5","1","1","0","0","1","067a","0003","3","1","1","1","1","b4-b5","0.27","0.042","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_022822_014","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_022822_014.ndjson","entry_side","","C","5165","2.47","0","1","0","0","0","fff6","fff6","2","1","1","1","1","dual","0.009","0.008","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_023050_015","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_023050_015.ndjson","entry_side","1","B","5215","2.51","1","0","0","0","0","0005","0005","2","1","1","1","1","b4-b5","0.175","0.016","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_023321_016","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_023321_016.ndjson","entry_side","","C","5225","2.47","0","1","0","0","0","00d1","00d1","2","1","1","1","1","b6-b7","0.041","0.113","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_023549_017","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_023549_017.ndjson","entry_side","","C","5273","2.51","0","0","1","0","0","067a","008f","2","1","1","1","1","b4-b5","0.431","0.058","","","","","no","1","0",""
"toyota_seg_IGN_ON_20260426_023819_018","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_023819_018.ndjson","companion_control","","C","5282","2.51","0","0","0","0","0","f986","0007","2","0","1","1","1","b4-b5","0.11","0.021","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_024050_019","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_024050_019.ndjson","entry_side","","C","5182","2.42","0","1","0","0","0","f986","fff1","2","1","1","1","1","b6-b7","0.029","0.111","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_024315_020","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_024315_020.ndjson","companion_control","","C","4607","2.4","0","0","0","0","0","067a","ff8c","2","0","1","1","1","b4-b5","0.559","0.014","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_042140_000","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_042140_000.ndjson","entry_side","3","B","5361","2.55","1","1","0","0","1","f986","004f","3","1","1","1","1","b4-b5","0.662","0.004","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_042413_001","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_042413_001.ndjson","entry_side","","C","5311","2.53","0","1","0","0","0","fffd","fffd","2","1","1","1","1","dual","0.055","0.012","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_042645_002","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_042645_002.ndjson","entry_side","3","B","5302","2.5","1","1","0","0","1","067a","0012","2","1","1","1","1","b6-b7","0.076","0.178","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_042915_003","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_042915_003.ndjson","companion_control","","C","5306","2.49","0","0","0","0","0","ffc8","0058","2","0","1","1","1","b6-b7","0.268","0.364","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_043144_004","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_043144_004.ndjson","entry_side","3","B","5269","2.49","1","1","0","0","1","fee2","fee2","3","1","1","1","1","b4-b5","0.564","0.165","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_043414_005","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_043414_005.ndjson","entry_side","1","B","5254","2.49","1","0","0","0","0","005b","005b","3","1","1","1","1","b4-b5","0.468","0.082","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_043643_006","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_043643_006.ndjson","companion_control","","D","5265","2.5","0","0","0","0","0","002d","002d","3","0","0","1","1","dual","0.907","0.907","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_044909_011","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_044909_011.ndjson","companion_control","","C","5250","2.52","0","0","0","0","0","002d","002d","3","0","1","1","1","b6-b7","0.567","0.738","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_045141_012","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_045141_012.ndjson","entry_side","","C","5190","2.47","0","1","0","0","0","ffc4","ffc4","3","1","1","1","1","b4-b5","0.502","0.07","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_045409_013","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_045409_013.ndjson","entry_side","3","B","5246","2.52","1","1","0","0","1","ffdd","ffdd","2","1","1","1","1","b4-b5","0.474","0.319","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_045640_014","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_045640_014.ndjson","entry_side","4.5_candidate","B","5262","2.54","1","1","1","0","2","ffe7","ffe7","3","1","1","1","1","dual","0.108","0.077","","","","","yes","2","0",""
"toyota_seg_IGN_ON_20260426_045913_015","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_045913_015.ndjson","entry_side","","C","5264","2.56","0","1","0","0","0","0031","0031","3","1","1","1","1","b4-b5","0.62","0.324","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_050146_016","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_050146_016.ndjson","companion_control","","C","5262","2.5","0","0","0","0","0","0010","0013","2","0","1","1","1","b4-b5","0.395","0.05","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_050416_017","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_050416_017.ndjson","entry_side","","C","5275","2.44","0","1","0","0","0","0009","0009","2","1","1","1","1","b6-b7","0.07","0.223","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_050643_018","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_050643_018.ndjson","companion_control","","C","5174","2.45","0","0","0","0","0","0008","0009","2","0","1","1","1","dual","0.123","0.076","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_050910_019","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_050910_019.ndjson","companion_control","","C","5244","2.44","0","0","0","0","0","0008","0006","2","0","1","1","1","b4-b5","0.172","0.079","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_051136_020","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_051136_020.ndjson","entry_side","4.5_candidate","B","5172","2.46","1","1","1","0","2","000c","0009","2","1","1","1","1","b4-b5","0.593","0.179","","","","","yes","1","0",""
"toyota_seg_IGN_ON_20260426_051404_021","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_051404_021.ndjson","entry_side","3","B","5254","2.51","1","1","0","0","1","006e","006e","3","1","1","1","1","b4-b5","0.191","0.024","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_051635_022","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_051635_022.ndjson","companion_control","","C","5272","2.56","0","0","0","0","0","ffa1","ffa1","3","0","1","1","1","b4-b5","0.498","0.084","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_051908_023","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_051908_023.ndjson","entry_side","3","B","5155","2.44","1","1","0","0","1","ffaa","ffaa","3","1","1","1","1","b6-b7","0.115","0.702","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_052134_024","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_052134_024.ndjson","companion_control","","D","2722","1.63","0","0","0","0","0","ffd9","ffd9","3","0","0","1","1","dual","0.077","0.077","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_053903_000","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_053903_000.ndjson","entry_side","1","B","5390","2.53","1","0","0","0","0","ff7c","ff7c","3","1","1","1","1","dual","0.885","0.885","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_054135_001","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_054135_001.ndjson","entry_side","1","B","5304","2.53","1","0","0","0","0","ffd4","ffd4","3","1","1","1","1","b4-b5","0.272","0.028","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_054407_002","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_054407_002.ndjson","entry_side","3","B","5205","2.44","1","1","0","0","1","ffbc","ffbc","3","1","1","1","1","b4-b5","0.503","0.2","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_054633_003","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_054633_003.ndjson","entry_side","1","B","5279","2.54","1","0","0","0","0","ffef","ffef","3","1","1","1","1","b4-b5","0.457","0.251","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_054906_004","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_054906_004.ndjson","entry_side","","C","5247","2.52","0","1","0","0","0","0004","0004","3","1","1","1","1","b4-b5","0.409","0.086","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_055137_005","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_055137_005.ndjson","companion_control","","C","5271","2.55","0","0","0","0","0","000f","ffd2","2","0","1","1","1","dual","0.036","0.004","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_055410_006","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_055410_006.ndjson","companion_control","","C","5337","2.62","0","0","0","0","0","f986","ff14","2","0","1","1","1","b6-b7","0.461","0.524","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260426_055647_007","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_IGN_ON_20260426_055647_007.ndjson","companion_control","","D","751","1.63","0","0","0","0","0","ffb1","ffb1","3","0","0","1","1","dual","0.937","0.937","","","","","no","0","0",""
"toyota_seg_UNKNOWN_20260426_053902_000","D:\Temp\20260312\raw_can_logs\20260426\raw_can_logs\toyota_seg_UNKNOWN_20260426_053902_000.ndjson","companion_control","","C","35","0.02","0","0","0","0","0","ffde","ffde","3","0","1","1","1","dual","0.901","0.901","","","","","no","0","0",""
"toyota_all_20260307_164838_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260307_164838_000.ndjson","entry_side","3","B","15919","7.88","1","1","0","0","1","f986","ffc8","3","1","1","1","1","b4-b5","0.275","0.056","","","","","no","0","0",""
"toyota_all_20260311_174324_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260311_174324_000.ndjson","entry_side","","C","19535","9.48","0","1","0","0","0","f986","0087","3","1","1","1","1","b4-b5","0.44","0.202","","","","","no","0","0",""
"toyota_all_20260311_184713_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260311_184713_000.ndjson","companion_control","","D","3361","1.58","0","0","0","0","0","067a","0000","2","0","0","1","1","b6-b7","0.098","0.198","","","","","no","0","0",""
"toyota_all_20260311_184920_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260311_184920_000.ndjson","entry_side","3","B","6724","3.1","1","1","0","0","1","ffc5","ffc5","3","1","1","1","1","b6-b7","0.25","0.652","","","","","no","0","0",""
"toyota_all_20260311_185311_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260311_185311_000.ndjson","entry_side","","C","3183","1.49","0","1","0","0","0","fffc","fffc","3","1","1","1","1","b4-b5","0.892","0.184","","","","","no","0","0",""
"toyota_all_20260311_185450_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260311_185450_000.ndjson","companion_control","","C","800","0.37","0","0","0","0","0","067a","feea","2","0","1","1","1","b4-b5","0.346","0.127","","","","","no","0","0",""
"toyota_all_20260312_185305_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260312_185305_000.ndjson","companion_control","","D","2313","1.36","0","0","0","0","0","ffc8","ffc8","3","0","0","1","1","b6-b7","0.031","0.538","","","","","no","0","0",""
"toyota_all_20260312_185439_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260312_185439_000.ndjson","companion_control","","C","1219","0.58","0","0","0","0","0","067a","0028","3","0","1","1","1","b6-b7","0.596","0.653","","","","","no","0","0",""
"toyota_all_20260312_185519_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260312_185519_000.ndjson","entry_side","1","B","1410","0.65","1","0","0","0","0","f986","ffd4","3","1","1","1","1","b4-b5","0.343","0.267","","","","","no","0","0",""
"toyota_all_20260312_185606_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260312_185606_000.ndjson","companion_control","","D","1826","0.86","0","0","0","0","0","ffce","ffce","2","0","0","1","1","b6-b7","0.124","0.514","","","","","no","0","0",""
"toyota_all_20260312_185703_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260312_185703_000.ndjson","companion_control","","D","1892","0.89","0","0","0","0","0","0007","0007","3","0","0","1","1","dual","0.045","0.045","","","","","no","0","0",""
"toyota_all_20260312_185800_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260312_185800_000.ndjson","entry_side","","C","6138","2.9","0","1","0","0","0","0022","0022","3","1","1","1","1","b4-b5","0.383","0.156","","","","","no","0","0",""
"toyota_all_20260312_190100_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_all_20260312_190100_000.ndjson","full_event","5","A","14512","7.05","1","1","1","1","3","f986","ffdb","3","1","1","1","1","b4-b5","0.485","0.118","","","","","no","2","0",""
"toyota_seg_IGN_ON_20260307_164839_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260307_164839_000.ndjson","companion_control","","C","2447","1.23","0","0","0","0","0","f986","0000","3","0","1","1","1","dual","0.031","0.071","","","","","no","0","1",""
"toyota_seg_IGN_ON_20260311_174333_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260311_174333_000.ndjson","entry_side","","C","19535","9.33","0","1","0","0","0","f986","0087","3","1","1","1","1","b4-b5","0.44","0.202","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260311_184714_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260311_184714_000.ndjson","companion_control","","D","3327","1.56","0","0","0","0","0","067a","0000","2","0","0","1","1","b6-b7","0.103","0.196","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260311_184921_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260311_184921_000.ndjson","entry_side","3","B","6690","3.08","1","1","0","0","1","ffc5","ffc5","3","1","1","1","1","b6-b7","0.25","0.653","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260311_185312_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260311_185312_000.ndjson","entry_side","","C","3146","1.47","0","1","0","0","0","fffc","fffc","3","1","1","1","1","b4-b5","0.844","0.164","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260311_185451_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260311_185451_000.ndjson","companion_control","","C","765","0.35","0","0","0","0","0","067a","feea","2","0","1","1","1","dual","0.339","0.348","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260312_185306_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260312_185306_000.ndjson","companion_control","","D","2313","1.35","0","0","0","0","0","ffc8","ffc8","3","0","0","1","1","b6-b7","0.031","0.538","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260312_185440_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260312_185440_000.ndjson","companion_control","","C","1180","0.56","0","0","0","0","0","067a","0028","3","0","1","1","1","b6-b7","0.589","0.647","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260312_185520_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260312_185520_000.ndjson","entry_side","1","B","1376","0.64","1","0","0","0","0","f986","ffd4","3","1","1","1","1","b4-b5","0.344","0.267","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260312_185607_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260312_185607_000.ndjson","companion_control","","D","1792","0.84","0","0","0","0","0","ffce","ffce","2","0","0","1","1","b6-b7","0.085","0.484","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260312_185704_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260312_185704_000.ndjson","companion_control","","D","1860","0.87","0","0","0","0","0","0007","0007","3","0","0","1","1","dual","0.046","0.046","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260312_185801_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260312_185801_000.ndjson","entry_side","","C","6103","2.88","0","1","0","0","0","0022","0022","3","1","1","1","1","b4-b5","0.383","0.156","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260312_190101_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_IGN_ON_20260312_190101_000.ndjson","full_event","5","A","14475","7.04","1","1","1","1","3","f986","ffdb","3","1","1","1","1","b4-b5","0.485","0.118","","","","","no","2","0",""
"toyota_seg_UNKNOWN_20260311_184920_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_UNKNOWN_20260311_184920_000.ndjson","companion_control","","D","34","0.02","0","0","0","0","0","ffc3","ffc3","3","0","0","1","1","dual","0.188","0.188","","","","","no","0","0",""
"toyota_seg_UNKNOWN_20260311_185450_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_UNKNOWN_20260311_185450_000.ndjson","companion_control","","D","35","0.02","0","0","0","0","0","ff65","ff65","3","0","0","1","1","b4-b5","0.693","0.5","","","","","no","0","0",""
"toyota_seg_UNKNOWN_20260312_185606_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_UNKNOWN_20260312_185606_000.ndjson","companion_control","","D","34","0.02","0","0","0","0","0","ffce","ffce","3","0","0","1","1","dual","0.619","0.619","","","","","no","0","0",""
"toyota_seg_UNKNOWN_20260312_185800_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_UNKNOWN_20260312_185800_000.ndjson","companion_control","","C","35","0.02","0","0","0","0","0","0008","0008","3","0","1","1","1","dual","0.582","0.582","","","","","no","0","0",""
"toyota_seg_UNKNOWN_20260312_190100_000","D:\Temp\20260312\raw_can_logs\raw_can_logs\toyota_seg_UNKNOWN_20260312_190100_000.ndjson","companion_control","","C","37","0.02","0","0","0","0","0","0030","0016","2","0","1","1","1","dual","0.959","0.959","","","","","no","0","0",""
"toyota_all_20260307_164838_000","D:\Temp\20260312\raw_can_logs\raw_can_logs_0310\toyota_all_20260307_164838_000.ndjson","entry_side","3","B","15919","7.88","1","1","0","0","1","f986","ffc8","3","1","1","1","1","b4-b5","0.275","0.056","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260307_164839_000","D:\Temp\20260312\raw_can_logs\raw_can_logs_0310\toyota_seg_IGN_ON_20260307_164839_000.ndjson","companion_control","","C","2447","1.23","0","0","0","0","0","f986","0000","3","0","1","1","1","dual","0.031","0.071","","","","","no","0","1",""
"toyota_all_20260318_174712_000","D:\Temp\20260312\raw_can_logs\raw_can_logs_0319\toyota_all_20260318_174712_000.ndjson","entry_side","3","B","29851","14.09","1","1","0","0","1","ffee","ffee","3","1","1","1","1","b4-b5","0.297","0.016","","","","","no","0","0",""
"toyota_all_20260318_180117_001","D:\Temp\20260312\raw_can_logs\raw_can_logs_0319\toyota_all_20260318_180117_001.ndjson","entry_side","3","B","29907","14.07","1","1","0","0","1","fffd","fffd","3","1","1","1","1","b4-b5","0.428","0.076","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260318_174731_000","D:\Temp\20260312\raw_can_logs\raw_can_logs_0319\toyota_seg_IGN_ON_20260318_174731_000.ndjson","entry_side","3","B","24004","11.06","1","1","0","0","1","ffee","ffee","3","1","1","1","1","b4-b5","0.299","0.047","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260318_175835_001","D:\Temp\20260312\raw_can_logs\raw_can_logs_0319\toyota_seg_IGN_ON_20260318_175835_001.ndjson","entry_side","3","B","24098","11.29","1","1","0","0","1","0009","fffd","3","1","1","1","1","b4-b5","0.206","0.075","","","","","no","0","0",""
"toyota_seg_IGN_ON_20260318_180952_002","D:\Temp\20260312\raw_can_logs\raw_can_logs_0319\toyota_seg_IGN_ON_20260318_180952_002.ndjson","entry_side","3","B","11656","5.49","1","1","0","0","1","0003","0003","3","1","1","1","1","b4-b5","0.46","0.131","","","","","no","0","0",""
